0.00000 170146.995272 170146.995272     0.000000
0.00000 232594.066992 232594.066992     0.000000
0.00000 273495.886624 273495.886624     0.000000
0.00000 337564.808592 337564.808592     0.000000
0.00000 623939.099592 623939.099592     0.000000
0.00000 846610.890551 846610.890551     0.000000
0.00000 1198436.481421 1198436.481421     0.000000
0.00000 1499183.110897 1499183.110897     0.000000
0.00000 1718484.797722 1718484.797722     0.000000
0.03125 -621513.232908 -621513.232908     0.000000
0.03125 -191039.271378 -191039.271378     0.000000
0.03125 -32902.022545 -32902.022545     0.000000
0.03125 136436.562820 136436.562820     0.000000
0.03125 565067.885604 565067.885604     0.000000
0.03125 814635.217575 814635.217575     0.000000
0.03125 1182479.256978 1182479.256978     0.000000
0.03125 1488985.979085 1488985.979085     0.000000
0.03125 1710724.185094 1710724.185094     0.000000
0.06250 -1294510.103859 -1294510.103859     0.000000
0.06250 641276.622550 641276.622550     0.000000
0.06250 42002781.172168 42002781.172168     0.000000
0.06250 -2527076.083002 -2527076.083002     0.000000
0.06250 362642.393609 362642.393609     0.000000
0.06250 713589.294502 713589.294502     0.000000
0.06250 1133740.418799 1133740.418799     0.000000
0.06250 1458114.292090 1458114.292090     0.000000
0.06250 1687301.205308 1687301.205308     0.000000
0.09375 -1940153.878043 -1940153.878043     0.000000
0.09375 1362130.582427 1362130.582427     0.000000
0.09375 84038438.385556 84038438.385556     0.000000
0.09375 -5183411.103966 -5183411.103966     0.000000
0.09375 -188329.212885 -188329.212885     0.000000
0.09375 522527.158263 522527.158263     0.000000
0.09375 1049340.858673 1049340.858673     0.000000
0.09375 1405683.324882 1405683.324882     0.000000
0.09375 1647777.992658 1647777.992658     0.000000
0.12500 -2573620.519534 -2573620.519534     0.000000
0.12500 2058279.824162 2058279.824162     0.000000
0.12500 126074089.108694 126074089.108694     0.000000
0.12500 -7838040.097217 -7838040.097217     0.000000
0.12500 553054.719007 553054.719007     0.000000
0.12500 163584.753418 163584.753418     0.000000
0.12500 923313.425264 923313.425264     0.000000
0.12500 1330054.792425 1330054.792425     0.000000
0.12500 1591372.931667 1591372.931667     0.000000
0.15625 -3200166.806082 -3200166.806082     0.000000
0.15625 2743609.531874 2743609.531874     0.000000
0.15625 168109736.948028 168109736.948028     0.000000
0.15625 -10491922.981210 -10491922.981210     0.000000
0.15625 1144580.218195 1144580.218195     0.000000
0.15625 -1908256.602939 -1908256.602939     0.000000
0.15625 743518.585158 743518.585158     0.000000
0.15625 1228515.608879 1228515.608879     0.000000
0.15625 1516868.083949 1516868.083949     0.000000
0.18750 -3822237.277310 -3822237.277310     0.000000
0.18750 3422849.863675 3422849.863675     0.000000
0.18750 210145383.165434 210145383.165434     0.000000
0.18750 -13145389.468576 -13145389.468576     0.000000
0.18750 1701117.249984 1701117.249984     0.000000
0.18750 -3967510.332933 -3967510.332933     0.000000
0.18750 480808.625077 480808.625077     0.000000
0.18750 1096605.639213 1096605.639213     0.000000
0.18750 1422441.748705 1422441.748705     0.000000
0.21875 -4441170.260320 -4441170.260320     0.000000
0.21875 4098177.809525 4098177.809525     0.000000
0.21875 252181028.344887 252181028.344887     0.000000
0.21875 -15798590.696730 -15798590.696730     0.000000
0.21875 2241814.510944 2241814.510944     0.000000
0.21875 -6023852.130733 -6023852.130733     0.000000
0.21875 19821.412899 19821.412899     0.000000
0.21875 926578.868866 926578.868866     0.000000
0.21875 1305361.230160 1305361.230160     0.000000
0.25000 -5057779.315992 -5057779.315992     0.000000
0.25000 4770776.552651 4770776.552651     0.000000
0.25000 294216672.803576 294216672.803576     0.000000
0.25000 -18451608.279212 -18451608.279212     0.000000
0.25000 2773391.284687 2773391.284687     0.000000
0.25000 -8078930.738223 -8078930.738223     0.000000
0.25000 -117108204.396695 -117108204.396695     0.000000
0.25000 703162.997568 703162.997568     0.000000
0.25000 1161380.482976 1161380.482976     0.000000
0.28125 -5672596.538218 -5672596.538218     0.000000
0.28125 5441361.389578 5441361.389578     0.000000
0.28125 336252316.732745 336252316.732745     0.000000
0.28125 -21104491.229496 -21104491.229496     0.000000
0.28125 3299008.760502 3299008.760502     0.000000
0.28125 -10133307.066810 -10133307.066810     0.000000
0.28125 -234236226.864010 -234236226.864010     0.000000
0.28125 387041.653463 387041.653463     0.000000
0.28125 983416.217112 983416.217112     0.000000
0.31250 -6285989.289484 -6285989.289484     0.000000
0.31250 6110398.114959 6110398.114959     0.000000
0.31250 378287960.256512 378287960.256512     0.000000
0.31250 -23757271.267401 -23757271.267401     0.000000
0.31250 3820414.603963 3820414.603963     0.000000
0.31250 -12187237.004856 -12187237.004856     0.000000
0.31250 -351364248.495896 -351364248.495896     0.000000
0.31250 -235065.987872 -235065.987872     0.000000
0.31250 758055.845547 758055.845547     0.000000
0.34375 -6898222.008355 -6898222.008355     0.000000
0.34375 6778207.179575 6778207.179575     0.000000
0.34375 420323603.459966 420323603.459966     0.000000
0.34375 -26409970.092545 -26409970.092545     0.000000
0.34375 4338679.964778 4338679.964778     0.000000
0.34375 -14240858.335117 -14240858.335117     0.000000
0.34375 -468492269.756501 -468492269.756501     0.000000
0.34375 -27632.733431 -27632.733431     0.000000
0.34375 452929.992906 452929.992906     0.000000
0.37500 -7509491.468269 -7509491.468269     0.000000
0.37500 7445018.572353 7445018.572353     0.000000
0.37500 462359246.403974 462359246.403974     0.000000
0.37500 -29062603.200107 -29062603.200107     0.000000
0.37500 4854510.307693 4854510.307693     0.000000
0.37500 -16294253.646321 -16294253.646321     0.000000
0.37500 -585620290.808267 -585620290.808267     0.000000
0.37500 60209987.484360 60209987.484360     0.000000
0.37500 -75632.930876 -75632.930876     0.000000
0.40625 -8119948.104527 -8119948.104527     0.000000
0.40625 8111003.002625 8111003.002625     0.000000
0.40625 504394889.133564 504394889.133564     0.000000
0.40625 -31715182.039101 -31715182.039101     0.000000
0.40625 5368395.619571 5368395.619571     0.000000
0.40625 -18347476.314735 -18347476.314735     0.000000
0.40625 -702748311.726378 -702748311.726378     0.000000
0.40625 120447595.058272 120447595.058272     0.000000
0.40625 7408811.299711 7408811.299711     0.000000
0.43750 -8729709.538992 -8729709.538992     0.000000
0.43750 8776290.696871 8776290.696871     0.000000
0.43750 546430531.682987 546430531.682987     0.000000
0.43750 -34367715.307681 -34367715.307681     0.000000
0.43750 5880690.450892 5880690.450892     0.000000
0.43750 -20400562.818390 -20400562.818390     0.000000
0.43750 -819876332.551674 -819876332.551674     0.000000
0.43750 180685199.472665 180685199.472665     0.000000
0.43750 14892420.465217 14892420.465217     0.000000
0.46875 -9338869.498149 -9338869.498149     0.000000
0.46875 9440983.283662 9440983.283662     0.000000
0.46875 588466174.078897 588466174.078897     0.000000
0.46875 -37020209.768725 -37020209.768725     0.000000
0.46875 6391659.840141 6391659.840141     0.000000
0.46875 -22453539.185084 -22453539.185084     0.000000
0.46875 -937004353.308780 -937004353.308780     0.000000
0.46875 240922802.483041 240922802.483041     0.000000
0.46875 22375822.956262 22375822.956262     0.000000
0.50000 -9947503.889471 -9947503.889471     0.000000
0.50000 10105161.610230 10105161.610230     0.000000
0.50000 630501816.342441 630501816.342441     0.000000
0.50000 -39672670.784119 -39672670.784119     0.000000
0.50000 6901507.236557 6901507.236557     0.000000
0.50000 -24506424.634216 -24506424.634216     0.000000
0.50000 -1054132374.013678 -1054132374.013678     0.000000
0.50000 301160404.703717 301160404.703717     0.000000
0.50000 29859133.897095 29859133.897095     0.000000
0.53125 -10555675.058817 -10555675.058817     0.000000
0.53125 10768891.056170 10768891.056170     0.000000
0.53125 672537458.490681 672537458.490681     0.000000
0.53125 -42325102.676620 -42325102.676620     0.000000
0.53125 7410392.290850 7410392.290850     0.000000
0.53125 -26559233.759988 -26559233.759988     0.000000
0.53125 -1171260394.677326 -1171260394.677326     0.000000
0.53125 361398006.419010 361398006.419010     0.000000
0.53125 37342393.426108 37342393.426108     0.000000
0.56250 -11163434.846086 -11163434.846086     0.000000
0.56250 11432225.248883 11432225.248883     0.000000
0.56250 714573100.537580 714573100.537580     0.000000
0.56250 -44977508.982004 -44977508.982004     0.000000
0.56250 7918442.636343 7918442.636343     0.000000
0.56250 -28611977.904772 -28611977.904772     0.000000
0.56250 -1288388415.307562 -1288388415.307562     0.000000
0.56250 421635607.783352 421635607.783352     0.000000
0.56250 44825620.084108 44825620.084108     0.000000
0.59375 -11770826.824902 -11770826.824902     0.000000
0.59375 12095208.725381 12095208.725381     0.000000
0.59375 756608742.494710 756608742.494710     0.000000
0.59375 -47629892.629126 -47629892.629126     0.000000
0.59375 8425761.947390 8425761.947390     0.000000
0.59375 -30664666.058117 -30664666.058117     0.000000
0.59375 -1405516435.910184 -1405516435.910184     0.000000
0.59375 481873208.889859 481873208.889859     0.000000
0.59375 52308823.930033 52308823.930033     0.000000
0.62500 -12377887.974811 -12377887.974811     0.000000
0.62500 12757878.880047 12757878.880047     0.000000
0.62500 798644384.371770 798644384.371770     0.000000
0.62500 -50282256.071280 -50282256.071280     0.000000
0.62500 8932435.605663 8932435.605663     0.000000
0.62500 -32717305.465246 -32717305.465246     0.000000
0.62500 -1522644456.489603 -1522644456.489603     0.000000
0.62500 542110809.798964 542110809.798964     0.000000
0.62500 59792011.023927 59792011.023927     0.000000
0.65625 -12984649.950411 -12984649.950411     0.000000
0.65625 13420267.416694 13420267.416694     0.000000
0.65625 840680026.176966 840680026.176966     0.000000
0.65625 -52934601.383847 -52934601.383847     0.000000
0.65625 9438534.780379 9438534.780379     0.000000
0.65625 -34769902.050829 -34769902.050829     0.000000
0.65625 -1639772477.049251 -1639772477.049251     0.000000
0.65625 602348410.552098 602348410.552098     0.000000
0.65625 67275185.296550 67275185.296550     0.000000
0.68750 -13591140.058759 -13591140.058759     0.000000
0.68750 14082401.449083 14082401.449083     0.000000
0.68750 882715667.917305 882715667.917305     0.000000
0.68750 -55586930.338118 -55586930.338118     0.000000
0.68750 9944119.428024 9944119.428024     0.000000
0.68750 -36822460.721466 -36822460.721466     0.000000
0.68750 -1756900497.591852 -1756900497.591852     0.000000
0.68750 662586011.178898 662586011.178898     0.000000
0.68750 74758349.441549 74758349.441549     0.000000
0.71875 -14197382.022057 -14197382.022057     0.000000
0.71875 14744304.347411 14744304.347411     0.000000
0.71875 924751309.598817 924751309.598817     0.000000
0.71875 -58239244.457919 -58239244.457919     0.000000
0.71875 10449240.538325 10449240.538325     0.000000
0.71875 -38874985.586259 -38874985.586259     0.000000
0.71875 -1874028518.119603 -1874028518.119603     0.000000
0.71875 722823611.701290 722823611.701290     0.000000
0.71875 82241505.384960 82241505.384960     0.000000
0.75000 -14803396.579913 -14803396.579913     0.000000
0.75000 15405996.398064 15405996.398064     0.000000
0.75000 966786951.226729 966786951.226729     0.000000
0.75000 -60891545.063658 -60891545.063658     0.000000
0.75000 10953941.843305 10953941.843305     0.000000
0.75000 -40927480.120738 -40927480.120738     0.000000
